gene_id,symbol,biotype,logFC,logCPM,F,PValue,FDR,regulation
ENSG00000157601,MX1,protein_coding,-3.37289109400598,8.46012024630242,131.053090461559,1.10501305933527e-09,6.8971231786843e-07,Down
ENSG00000185885,IFITM1,protein_coding,-3.40140528434927,9.18377181384526,57.2020223674315,5.48907274507595e-07,6.73986145256047e-05,Down
ENSG00000089127,OAS1,protein_coding,-3.45507817492739,5.69392670721299,23.8575290117341,0.000120136601051334,0.0032136540781232,Down
ENSG00000196218,RYR1,protein_coding,-3.4656265728529,3.96235375217987,19.1036995587143,0.000539639129516012,0.0102326508356327,Down
ENSG00000119917,IFIT3,protein_coding,-3.49883855330695,8.56933598931517,55.8767557367749,6.45559267761253e-07,7.21388142710036e-05,Down
ENSG00000111335,OAS2,protein_coding,-3.64884753947242,5.42421942950328,10.3007880408593,0.00487206065772103,0.0486556457684407,Down
ENSG00000134321,RSAD2,protein_coding,-3.7451008698218,7.21768852565676,11.0509121637652,0.00378358528135808,0.0413708813976234,Down
ENSG00000185745,IFIT1,protein_coding,-3.92417371043427,6.90702011760353,89.5668664454195,2.11847109345516e-08,4.95854640311849e-06,Down
ENSG00000134326,CMPK2,protein_coding,-4.68774870679932,5.73678676357412,15.3558122825706,0.00101086807167939,0.0157953944620811,Down
ENSG00000186007,LEMD1,protein_coding,-4.74399797954414,4.20731207352754,90.1115754936425,1.87640515685112e-08,4.53363697574673e-06,Down
